datetime,Upper Band,Lower Band,close,open,high,low,volume
2024-03-05 11:05:00,129881.65767371163,129745.48518343124,129880.0,129830.0,129940.0,129825.0,14935237.0
2024-03-05 11:10:00,129893.35433818478,129755.21709038664,129865.0,129850.0,129935.0,129835.0,15988280.0
2024-03-05 11:15:00,129975.91421897469,129778.37149531102,130100.0,129880.0,130125.0,129870.0,15337145.5
2024-03-05 11:20:00,130041.15772387786,129840.27084755072,130135.0,130045.0,130160.0,130045.0,16133333.0
2024-03-05 11:25:00,130057.43202849595,129873.99654293263,129995.0,130005.0,130160.0,129980.0,15428969.5
2024-03-05 11:30:00,130061.86441255752,129896.7070160139,129940.0,129840.0,130020.0,129815.0,15422544.5
2024-03-05 11:35:00,130066.44692962096,129903.55307037904,129980.0,129895.0,130000.0,129870.0,14812638.0
2024-03-05 11:40:00,130066.6827018931,129893.3172981069,129845.0,129820.0,129995.0,129815.0,14507904.0
2024-03-05 11:45:00,130066.76228093429,129896.09486192284,129875.0,129850.0,129975.0,129830.0,14822242.0
2024-03-05 11:50:00,130029.35786752558,129874.92784676013,129895.0,129790.0,129900.0,129755.0,14774580.5
2024-03-05 11:55:00,129983.55035780792,129883.59249933495,130005.0,129840.0,130060.0,129805.0,15724771.5
2024-03-05 12:00:00,130136.96430251055,129843.03569748945,130390.0,129990.0,130520.0,129990.0,16379387.0
2024-03-05 12:05:00,130189.00312663044,129869.56830194098,130215.0,130215.0,130470.0,130215.0,16195419.0
2024-03-05 12:10:00,130229.13247479062,129895.15323949509,130210.0,130180.0,130285.0,130175.0,15432987.5
2024-03-05 12:15:00,130272.12469882672,129963.58958688757,130235.0,130200.0,130485.0,130195.0,15337418.0
2024-03-05 12:20:00,130289.60358145685,130031.82498997173,130175.0,130160.0,130265.0,130160.0,14544534.0
2024-03-05 12:25:00,130286.06530059398,130101.07755654889,130125.0,130075.0,130225.0,130075.0,14888136.0
2024-03-05 12:30:00,130285.25002149084,130153.32140708058,130185.0,130120.0,130225.0,130120.0,14346267.0
2024-03-05 12:35:00,130220.88052027648,130121.97662258065,130055.0,130020.0,130185.0,130010.0,14933778.0
2024-03-05 12:40:00,130252.72114576765,130120.13599708948,130320.0,130050.0,130330.0,130050.0,14918600.5
2024-03-05 12:45:00,130243.4287358576,130109.42840699953,130140.0,130135.0,130320.0,130135.0,14429723.5
2024-03-05 12:50:00,130236.96245990934,130107.32325437637,130205.0,130085.0,130205.0,130080.0,14562763.0
2024-03-05 12:55:00,130250.58000810955,130113.70570617616,130245.0,130210.0,130295.0,130200.0,14756434.5
2024-03-05 13:00:00,130251.19434650593,130115.94851063694,130135.0,130115.0,130250.0,130115.0,14551819.5
2024-03-05 13:05:00,130247.98172129113,130112.01827870887,130160.0,130120.0,130220.0,130120.0,14500475.5
2024-03-05 13:10:00,130246.61331484752,130129.10097086677,130110.0,130100.0,130180.0,130100.0,14914059.5
2024-03-05 13:15:00,130202.25954721394,130086.31188135748,130015.0,130020.0,130125.0,130010.0,14631610.0
2024-03-05 13:20:00,130199.10623470688,130036.60805100741,129955.0,129880.0,130020.0,129860.0,15734187.5
2024-03-05 13:25:00,130170.21333293087,129985.50095278342,129925.0,129910.0,129980.0,129905.0,14501680.0
2024-03-05 13:30:00,130115.53072042938,129968.75499385633,129995.0,129920.0,130015.0,129910.0,15440729.5
2024-03-05 13:35:00,130085.68135970579,129918.60435457992,129855.0,129860.0,130015.0,129855.0,15281648.0
2024-03-05 13:40:00,130048.14021740617,129803.28835402241,129625.0,129700.0,129900.0,129555.0,15493223.0
2024-03-05 13:45:00,129990.39284053342,129776.75001660945,129815.0,129700.0,129835.0,129585.0,15436167.5
2024-03-05 13:50:00,129949.15366910599,129749.41775946543,129775.0,129760.0,129845.0,129750.0,14965091.0
2024-03-05 13:55:00,129929.74025835888,129743.11688449825,129865.0,129775.0,129915.0,129750.0,15596230.0
2024-03-05 14:00:00,129917.7778059328,129739.36505121007,129870.0,129825.0,129915.0,129825.0,16324674.5
2024-03-05 14:05:00,129891.54035968307,129741.31678317406,129910.0,129875.0,129935.0,129855.0,14744283.5
2024-03-05 14:10:00,129916.43745905964,129744.99111236894,129955.0,129905.0,129980.0,129895.0,15150791.5
2024-03-05 14:15:00,129926.13380806253,129823.86619193747,129935.0,129915.0,129965.0,129905.0,14942647.5
2024-03-05 14:20:00,129966.02378325726,129842.54764531416,130020.0,129930.0,130040.0,129930.0,16247974.5
2024-03-05 14:25:00,129988.39284897262,129888.75000817025,130015.0,129985.0,130065.0,129980.0,14366957.5
2024-03-05 14:30:00,129994.89734159275,129909.38837269296,129960.0,129940.0,130035.0,129940.0,14714597.5
2024-03-05 14:35:00,129997.5468293124,129896.73888497331,129835.0,129840.0,129955.0,129825.0,15665031.5
2024-03-05 14:40:00,129997.53076174749,129869.61209539538,129815.0,129800.0,129845.0,129755.0,14836881.5
2024-03-05 14:45:00,129987.14283209841,129824.28573933017,129760.0,129750.0,129855.0,129745.0,14811252.5
2024-03-05 14:50:00,129971.92783113952,129783.78645457477,129740.0,129700.0,129785.0,129690.0,15645728.0
2024-03-05 14:55:00,129924.3787379538,129742.76411918907,129710.0,129700.0,129780.0,129670.0,15658997.5
2024-03-05 15:00:00,129860.87431253438,129720.5542588942,129715.0,129700.0,129755.0,129660.0,14268434.0
2024-03-05 15:05:00,129799.81566673852,129724.47004754719,129760.0,129700.0,129790.0,129690.0,15621688.5
2024-03-05 15:10:00,129777.75342149886,129722.24657850114,129750.0,129700.0,129770.0,129680.0,15229552.0
2024-03-05 15:15:00,129754.17157752486,129708.68556533227,129685.0,129700.0,129795.0,129660.0,15501499.5
2024-03-05 15:20:00,129757.06686054508,129708.64742516921,129770.0,129700.0,129775.0,129665.0,14243549.5
2024-03-05 15:25:00,129771.3765105462,129710.05206088239,129795.0,129755.0,129850.0,129750.0,15523726.5
2024-03-05 15:30:00,129794.39606786567,129719.88964642004,129825.0,129775.0,129875.0,129765.0,14904930.0
2024-03-05 15:35:00,129805.14655144872,129733.4248771227,129800.0,129765.0,129860.0,129760.0,16213824.5
2024-03-05 15:40:00,129804.11240919541,129731.60187651888,129750.0,129740.0,129820.0,129735.0,14834822.5
2024-03-05 15:45:00,129804.59886750084,129732.54398964203,129755.0,129755.0,129795.0,129740.0,14923184.5
2024-03-05 15:50:00,129804.76403970543,129762.37881743743,129790.0,129720.0,129825.0,129710.0,15676684.0
2024-03-05 15:55:00,129804.69325161782,129749.59246266789,129725.0,129715.0,129805.0,129705.0,15311613.0
2024-03-05 16:00:00,129807.36377002,129692.63622998,129605.0,129700.0,129725.0,129595.0,15401436.5
2024-03-05 16:05:00,129783.02816599331,129655.54326257811,129610.0,129630.0,129640.0,129540.0,15291645.0
2024-03-05 16:10:00,129764.362907208,129649.92280707772,129715.0,129700.0,129720.0,129595.0,15015250.5
2024-03-05 16:15:00,129763.2745658927,129649.58257696443,129745.0,129720.0,129780.0,129710.0,15517812.0
2024-03-05 16:20:00,129758.92296959517,129648.2198875477,129735.0,129720.0,129780.0,129710.0,15114346.0
2024-03-05 16:25:00,129754.45952563766,129648.39761721947,129775.0,129725.0,129775.0,129715.0,14777786.0
2024-03-05 16:30:00,129744.20623752565,129632.93661961722,129635.0,129700.0,129795.0,129630.0,16068723.0
2024-03-05 16:35:00,129744.29345493297,129631.42083078132,129600.0,129650.0,129650.0,129560.0,15474419.0
2024-03-05 16:40:00,129746.90408796597,129608.81019774832,129540.0,129610.0,129610.0,129500.0,14950948.0
2024-03-05 16:45:00,129739.71154696142,129523.14559589571,129390.0,129565.0,129565.0,129385.0,16677514.5
2024-03-05 16:50:00,129703.03264384529,129445.53878472613,129345.0,129415.0,129420.0,129270.0,16013847.0
2024-03-05 16:55:00,129651.0248713654,129406.11798577747,129415.0,129475.0,129475.0,129345.0,16075251.5
2024-03-05 17:00:00,129569.87275907253,129394.41295521318,129450.0,129475.0,129475.0,129375.0,15324028.0
2024-03-05 17:05:00,129527.47091888617,129388.24336682812,129465.0,129490.0,129490.0,129410.0,15378338.5
2024-03-05 17:10:00,129481.06979927728,129383.21591500843,129420.0,129510.0,129510.0,129370.0,15350728.0
2024-03-05 17:15:00,129447.95740337048,129384.89973948665,129430.0,129450.0,129450.0,129400.0,16566671.5
2024-03-05 17:20:00,129461.41025143444,129394.30403427985,129470.0,129500.0,129500.0,129390.0,15052787.0
2024-03-05 17:25:00,129463.31250899636,129426.68749100364,129465.0,129545.0,129550.0,129440.0,16367976.0
2024-03-05 17:30:00,129481.99541627515,129435.14744086772,129510.0,129510.0,129515.0,129425.0,16144671.5
2024-03-05 17:35:00,129485.80530353187,129438.48041075384,129475.0,129540.0,129545.0,129465.0,16901009.5
2024-03-05 17:40:00,129513.49622020064,129437.93235122794,129560.0,129590.0,129590.0,129450.0,15402569.0
2024-03-05 17:45:00,129548.71390481708,129454.14323804005,129600.0,129610.0,129615.0,129535.0,15055412.0
2024-03-05 17:50:00,129581.55604842385,129477.01538014757,129625.0,129660.0,129660.0,129560.0,15735932.0
2024-03-05 17:55:00,129610.27899111623,129496.86386602664,129640.0,129660.0,129660.0,129590.0,14155554.0
2024-03-07 10:00:00,129858.09329659151,129461.90670340849,130210.0,130285.0,130285.0,130185.0,13896133.5
2024-03-07 10:05:00,130031.32446006288,129508.67553993712,130280.0,130315.0,130320.0,130170.0,13766558.5
2024-03-07 10:10:00,130167.88978741333,129607.82449830096,130300.0,130335.0,130355.0,130175.0,13213470.0
2024-03-07 10:15:00,130310.86240679992,129717.7090217715,130445.0,130455.0,130470.0,130235.0,14729305.0
2024-03-07 10:20:00,130430.2039948354,129855.51029087888,130500.0,130540.0,130540.0,130410.0,13857183.5
2024-03-07 10:25:00,130491.1762040368,130027.39522453462,130440.0,130530.0,130530.0,130415.0,13777561.5
2024-03-07 10:30:00,130479.0106014846,130289.56082708683,130515.0,130535.0,130535.0,130360.0,14651128.5
2024-03-07 10:35:00,130477.22270282473,130317.06301146098,130300.0,130520.0,130520.0,130270.0,14498189.5
2024-03-07 10:40:00,130481.60593052731,130342.6797837584,130385.0,130440.0,130440.0,130280.0,14744664.5
2024-03-07 10:45:00,130486.8533509871,130311.71807758432,130210.0,130380.0,130385.0,130195.0,14488529.5
2024-03-07 10:50:00,130468.05094014501,130257.66334556928,130190.0,130295.0,130295.0,130150.0,14167850.0
2024-03-07 10:55:00,130422.60060062674,130200.25654223039,130140.0,130240.0,130240.0,130110.0,14527527.0
2024-03-07 11:00:00,130379.75598504518,130137.38687209769,130070.0,130185.0,130185.0,130040.0,14819253.0
2024-03-07 11:05:00,130290.89562397994,130069.10437602006,129965.0,130095.0,130095.0,129960.0,14863415.0
2024-03-07 11:10:00,130250.24520761729,130015.469078097,129970.0,130035.0,130035.0,129880.0,15582622.5
2024-03-07 11:15:00,130159.05056062464,129986.66372508965,129965.0,130020.0,130020.0,129940.0,14767113.0
2024-03-07 11:20:00,130113.00239417587,129952.71189153842,129930.0,130010.0,130010.0,129905.0,15502947.0
2024-03-07 11:25:00,130061.74693130811,129943.96735440618,129980.0,130020.0,130020.0,129825.0,15031979.5
2024-03-07 11:30:00,130010.09282199093,129934.19289229478,129925.0,130020.0,130020.0,129915.0,15049795.5
2024-03-07 11:35:00,130003.74177606519,129823.40108107768,129660.0,129955.0,129955.0,129635.0,15316242.5
2024-03-07 11:40:00,129991.72451686363,129719.70405456495,129560.0,129690.0,129705.0,129530.0,16589297.0
2024-03-07 11:45:00,129950.95544012493,129654.75884558936,129600.0,129595.0,129605.0,129475.0,16373228.0
2024-03-07 11:50:00,129896.61463043581,129597.6710838499,129575.0,129635.0,129645.0,129555.0,15006936.0
2024-03-07 11:55:00,129837.79173829206,129553.63683313652,129570.0,129590.0,129620.0,129515.0,15431372.0
2024-03-07 12:00:00,129738.22484662173,129518.91801052114,129510.0,129605.0,129605.0,129495.0,16040903.0
2024-03-07 12:05:00,129610.92667549236,129523.35903879335,129495.0,129520.0,129530.0,129425.0,15459935.5
2024-03-07 12:10:00,129610.92667549236,129523.35903879335,129660.0,129670.0,129685.0,129485.0,15409785.0
2024-03-07 12:15:00,129624.60200520827,129529.68370907744,129630.0,129665.0,129675.0,129575.0,14324944.5
2024-03-07 12:20:00,129628.82739586208,129531.17260413792,129620.0,129655.0,129660.0,129575.0,14465129.5
2024-03-07 12:25:00,129637.70252335275,129536.58319093296,129625.0,129660.0,129660.0,129595.0,15348366.5
2024-03-07 12:30:00,129644.33057111503,129542.81228602784,129615.0,129635.0,129635.0,129555.0,15435831.5
2024-03-07 12:35:00,129683.87058258952,129568.98656026761,129740.0,129730.0,129740.0,129600.0,14716505.5
2024-03-07 12:40:00,129697.69323924877,129618.02104646552,129715.0,129730.0,129735.0,129660.0,15499676.0
2024-03-07 12:45:00,129716.1656351313,129622.40579344012,129740.0,129745.0,129755.0,129680.0,15397719.0
2024-03-07 12:50:00,129718.11217634783,129627.60210936646,129655.0,129710.0,129740.0,129655.0,15473546.5
2024-03-07 12:55:00,129731.15961681708,129644.55466889721,129725.0,129725.0,129735.0,129590.0,15144159.5
2024-03-07 13:00:00,129733.95206291914,129658.90507993799,129685.0,129770.0,129770.0,129655.0,15980727.5
2024-03-07 13:05:00,129733.19501756689,129683.94783957598,129700.0,129730.0,129735.0,129650.0,16146613.0
2024-03-07 13:10:00,129733.19501756689,129683.94783957598,129740.0,129750.0,129750.0,129695.0,16358628.5
2024-03-07 13:15:00,129738.52744522691,129685.7582690588,129740.0,129800.0,129800.0,129715.0,16673501.0
2024-03-07 13:20:00,129731.67507814604,129682.61063613967,129705.0,129765.0,129765.0,129685.0,14504413.0
2024-03-07 13:25:00,129732.54896320301,129678.87960822557,129645.0,129705.0,129710.0,129625.0,15573509.5
2024-03-07 13:30:00,129733.28449310004,129628.14407832854,129550.0,129640.0,129645.0,129515.0,16429689.5
2024-03-07 13:35:00,129726.84592036843,129596.0112224887,129550.0,129625.0,129625.0,129505.0,16077693.5
2024-03-07 13:40:00,129720.51067296343,129592.3464698937,129665.0,129670.0,129680.0,129530.0,16057295.5
2024-03-07 13:45:00,129703.14326408753,129588.28530734105,129665.0,129710.0,129710.0,129635.0,16209184.5
2024-03-07 13:50:00,129685.34786334919,129587.50927950794,129675.0,129725.0,129725.0,129640.0,15535893.0
2024-03-07 13:55:00,129664.29246464136,129577.13610678722,129595.0,129695.0,129695.0,129575.0,16529661.0
2024-03-07 14:00:00,129655.0007493523,129546.42782207628,129505.0,129620.0,129625.0,129450.0,17086278.5
2024-03-07 14:05:00,129654.48807046824,129542.65478667463,129535.0,129575.0,129575.0,129495.0,15972393.0
2024-03-07 14:10:00,129655.43337237359,129545.99519905499,129565.0,129590.0,129610.0,129520.0,16118159.5
2024-03-07 14:15:00,129634.9481614267,129530.76612428759,129540.0,129575.0,129580.0,129500.0,17306076.0
2024-03-07 14:20:00,129626.2979542346,129530.84490290827,129635.0,129625.0,129640.0,129540.0,16482788.5
2024-03-07 14:25:00,129604.67151400143,129532.47134314144,129605.0,129640.0,129660.0,129580.0,16396982.5
2024-03-07 14:30:00,129619.78287362226,129533.07426923487,129650.0,129660.0,129660.0,129560.0,17796694.0
2024-03-07 14:35:00,129624.77938387064,129553.79204470078,129595.0,129650.0,129660.0,129580.0,17667447.0
2024-03-07 14:40:00,129628.31517371123,129533.11339771734,129475.0,129595.0,129610.0,129450.0,17485266.5
2024-03-07 14:45:00,129624.90414186615,129516.52442956243,129495.0,129545.0,129545.0,129370.0,16520201.5
2024-03-07 14:50:00,129628.82986384002,129522.59870758856,129575.0,129590.0,129600.0,129480.0,17100545.5
2024-03-07 14:55:00,129617.81100610492,129519.33185103795,129585.0,129615.0,129620.0,129560.0,16432542.5
2024-03-07 15:00:00,129609.71228387525,129514.57343041046,129560.0,129600.0,129605.0,129530.0,16091925.0
2024-03-07 15:05:00,129590.87608082475,129514.83820488954,129585.0,129605.0,129610.0,129535.0,16132195.5
2024-03-07 15:10:00,129620.19345038694,129511.23512104164,129685.0,129680.0,129690.0,129585.0,16295124.5
